t,Rf,VT,VE,IV,VO2,VCO2,RQ,O2exp,CO2exp,VE/VO2,VE/VCO2,VO2/Kg,METS,HR,VO2/HR,FeO2,FeCO2,FetO2,FetCO2,FiO2,FiCO2,PeO2,PeCO2,PetO2,PetCO2,Phase,Marker,Amb. Temp.,RH Amb,Device Temp.,Analyz. Press.,PB,EEkc,EEh,EEm,EEtot,EEkg,PRO,FAT,CHO,PRO%,FAT%,CHO%,npRQ,Long,Lat,GPS Altitude,Barom_Altitude,GPS Speed,GPS Dist.,Ti,Te,Ttot,Ti/Ttot,VD/VT e,LogVE,t Rel,mark Speed,mark Dist.,Step Length,Battery,Phase time,BR,O2 Cost,O2 Delay,CO2 Delay,GPS Heading,RH Sample,Cadence,Satellites,Fixing,Satellites SNR,VT/Ti,HRR,PaCO2_e
s,1/min,L(btps),L/min,mL,mL/min,mL/min,---,mL,mL,---,---,mL/min/Kg,---,bpm,mL/beat,%,%,%,%,%,%,mmHg,mmHg,mmHg,mmHg,---,---,°C,%,°C,mmHg,mmHg,kcal/day,kcal/h,kcal/min,kcal,kcal/Kg/day,kcal/day,kcal/day,kcal/day,%,%,%,---,"° ' ""","° ' """,m,m,km/h,m,s,s,s,---,---,L/min,s,m/s,m,m,%,hh:mm:ss,%,mL/Kg/m,ms,ms,DEG,%,1/min,---,---,dB,---,bpm,mmHg
845.0,57.69,1.963,113.25,1835,3278.5311091,3462.2857307,1.06,340.4,74.3,33.3,31.5,37.68,10.8,174,18.8,17.34,3.79,16.42,4.85,20.9,0.07,123,27,117,34,NONE,,26.6,61,40.3,732,757,23896,995.7,16.59,63,274.7,0,0,23896,0,0.0,100.0,1.06,"W001° 15' 5.7858""","N51° 45' 55.437""",61,63,3.1,0,0.5,0.54,1.04,0.48,0.23,2.054,1,0,0,0.31,61,00:14:05,7.3,0.73,1215,1002,180,73,166,8,False,27,3.93,6,36
846.0,61.22,1.845,112.959,1897,3157.3856171,3310.6087654,1.05,322.3,67.0,34.4,32.8,36.29,10.4,174,18.1,17.47,3.63,16.47,4.74,20.9,0.07,124,26,117,34,NONE,,26.6,61,40.3,732,757,22976,957.3,15.96,63,264.1,0,0,22976,0,0.0,100.0,1.05,"W001° 15' 5.7576""","N51° 45' 55.3464""",61,63,5.6,0,0.49,0.49,0.98,0.5,0.24,2.053,1,0,0,0.56,61,00:14:06,7.5,0.39,1206,1002,171,73,166,8,False,32,3.77,6,36
847.0,61.22,1.718,105.184,1651,3059.0690772,3214.3258508,1.05,297.7,65.0,33.0,31.4,35.16,10.0,173,17.7,17.33,3.78,16.08,5.04,20.9,0.07,123,27,114,36,NONE,,26.6,61,40.3,733,757,22271,928.0,15.47,63,256.0,0,0,22271,0,0.0,100.0,1.05,"W001° 15' 5.7162""","N51° 45' 55.2324""",61,63,8.5,0,0.46,0.52,0.98,0.47,0.25,2.022,1,0,0,0.63,61,00:14:07,13.9,0.25,1201,1002,167,73,225,8,False,32,3.73,7,38
847.0,69.77,1.439,100.395,1494,2772.9525698,2979.3888889,1.07,251.7,52.9,34.4,32.1,31.87,9.1,173,16.0,17.49,3.68,16.23,4.89,20.9,0.07,124,26,115,35,NONE,,26.6,61,40.3,733,757,20292,845.5,14.09,63,233.2,0,0,20292,0,0.0,100.0,1.07,"W001° 15' 5.6796""","N51° 45' 55.104""",61,63,11.7,0,0.41,0.45,0.86,0.48,0.24,2.002,0,0,0,0.87,61,00:14:07,17.8,0.16,1191,1002,170,73,225,8,False,28,3.51,7,37
848.0,68.18,1.512,103.091,1438,2915.0477357,3009.7257728,1.03,263.7,54.7,33.7,32.7,33.51,9.6,173,16.8,17.44,3.62,16.28,4.98,20.9,0.07,124,26,116,35,NONE,,26.6,61,40.4,733,757,21138,880.8,14.68,64,243.0,0,0,21138,0,0.0,100.0,1.03,"W001° 15' 5.6244""","N51° 45' 54.978""",61,63,13.5,0,0.44,0.44,0.88,0.5,0.27,2.013,1,0,0,1.0,61,00:14:08,15.6,0.15,1185,1002,167,73,225,8,False,32,3.44,7,37
849.0,66.67,1.483,98.867,1477,2917.0609298,3015.2785864,1.03,256.4,56.0,32.3,31.2,33.53,9.6,173,16.9,17.29,3.78,16.1,5.07,20.9,0.07,123,27,114,36,NONE,,26.5,61,40.4,733,757,21158,881.6,14.69,64,243.2,0,0,21158,0,0.0,100.0,1.03,"W001° 15' 5.6088""","N51° 45' 54.8946""",61,63,12.6,0,0.46,0.44,0.9,0.51,0.25,1.995,1,0,0,0.93,61,00:14:09,19.0,0.16,1180,1002,173,74,225,8,False,32,3.22,7,38
851.0,46.15,1.704,78.646,1583,2441.102866,2506.9995837,1.03,291.5,67.2,30.9,30.1,28.06,8.0,173,14.1,17.11,3.94,15.67,5.51,20.9,0.07,121,28,111,39,NONE,,26.5,61,40.4,732,757,17680,736.7,12.28,64,203.2,0,0,17680,0,0.0,100.0,1.03,"W001° 15' 5.613""","N51° 45' 54.8964""",60,63,9.7,0,0.38,0.92,1.3,0.29,0.27,1.896,2,0,0,0.84,61,00:14:11,35.6,0.17,1200,1002,198,73,192,8,False,32,4.48,7,41
852.0,58.82,2.004,117.882,2139,3480.7822912,3533.5307992,1.02,346.7,74.4,32.7,32.2,40.01,11.4,174,20.0,17.3,3.71,16.29,4.87,20.9,0.07,123,26,116,35,NONE,,26.5,61,40.4,733,757,25145,1047.7,17.46,64,289.0,0,0,25145,0,0.0,100.0,1.02,"W001° 15' 5.6292""","N51° 45' 54.9642""",60,63,8.1,0,0.52,0.5,1.02,0.51,0.25,2.071,1,0,0,0.7,61,00:14:12,3.5,0.3,1208,1002,334,73,192,8,False,32,3.85,6,37
853.0,62.5,1.817,113.562,1773,3262.9135581,3339.3868744,1.02,316.0,66.2,33.5,32.7,37.5,10.7,174,18.8,17.39,3.64,16.35,4.8,20.9,0.07,123,26,116,34,NONE,,26.5,61,40.4,733,757,23614,983.9,16.4,65,271.4,0,0,23614,0,0.0,100.0,1.02,"W001° 15' 5.6652""","N51° 45' 55.0572""",59,63,7.6,0,0.47,0.49,0.96,0.49,0.25,2.055,1,0,0,0.79,61,00:14:13,7.0,0.3,1212,1002,343,73,160,8,False,32,3.87,6,36
853.0,63.83,1.672,106.723,1637,3065.4931928,3137.3793314,1.02,290.8,60.9,33.4,32.6,35.24,10.1,174,17.6,17.39,3.64,16.35,4.84,20.9,0.07,123,26,116,34,NONE,,26.5,61,40.4,733,757,22185,924.4,15.41,65,255.0,0,0,22185,0,0.0,100.0,1.02,"W001° 15' 5.6952""","N51° 45' 55.1622""",59,63,8.9,0,0.47,0.47,0.94,0.5,0.25,2.028,0,0,0,0.93,61,00:14:13,12.6,0.24,1196,1002,350,73,160,8,False,32,3.56,6,36
854.0,61.86,1.673,103.485,1621,3017.3780759,3060.6532912,1.01,290.2,61.3,32.9,32.4,34.68,9.9,175,17.2,17.35,3.66,16.24,4.93,20.9,0.07,123,26,115,35,NONE,,26.4,62,40.4,733,757,21794,908.1,15.13,65,250.5,0,0,21794,0,0.0,100.0,1.01,"W001° 15' 5.742""","N51° 45' 55.2678""",60,64,11.6,0,0.48,0.49,0.97,0.49,0.26,2.015,1,0,0,1.0,61,00:14:14,15.3,0.18,1194,1002,346,73,193,8,False,28,3.49,5,37
855.0,61.86,1.759,108.804,1759,3155.2939136,3189.9256791,1.01,305.5,63.9,33.1,32.8,36.27,10.4,175,18.0,17.37,3.63,16.23,4.91,20.9,0.07,123,26,115,35,NONE,,26.4,62,40.4,733,757,22773,948.9,15.81,65,261.8,0,0,22773,0,0.0,100.0,1.01,"W001° 15' 5.784""","N51° 45' 55.3644""",60,64,12.3,0,0.48,0.49,0.97,0.49,0.26,2.037,1,0,0,1.06,61,00:14:15,10.9,0.18,1194,1002,347,74,193,8,False,28,3.66,5,37
856.0,63.83,1.588,101.362,1582,2869.3907843,2935.6142943,1.02,277.0,57.0,33.8,33.0,32.98,9.4,176,16.3,17.44,3.59,16.18,4.9,20.9,0.07,124,25,115,35,NONE,,26.4,61,40.4,733,757,20765,865.2,14.42,66,238.7,0,0,20765,0,0.0,100.0,1.02,"W001° 15' 5.8152""","N51° 45' 55.4358""",60,64,11.0,0,0.39,0.55,0.94,0.41,0.26,2.006,1,0,0,0.95,61,00:14:16,17.0,0.18,1194,1002,345,74,193,8,False,28,4.07,4,37
857.0,60.61,1.845,111.818,1867,3176.8075341,3202.2708334,1.01,321.8,65.5,33.9,33.6,36.52,10.4,176,18.1,17.44,3.55,16.32,4.7,20.9,0.07,124,25,116,33,NONE,,26.4,61,40.4,732,757,22913,954.7,15.91,66,263.4,0,0,22913,0,0.0,100.0,1.01,"W001° 15' 5.835""","N51° 45' 55.4814""",60,63,8.9,0,0.5,0.49,0.99,0.51,0.25,2.049,1,0,0,0.93,61,00:14:17,8.4,0.25,1195,1002,345,74,159,8,False,28,3.69,4,36
858.0,54.05,2.007,108.486,1933,3183.4839005,3224.6892648,1.01,347.7,73.9,32.9,32.5,36.59,10.5,176,18.1,17.32,3.68,16.25,4.86,20.9,0.07,123,26,115,35,NONE,,26.4,61,40.4,732,757,22986,957.8,15.96,66,264.2,0,0,22986,0,0.0,100.0,1.01,"W001° 15' 5.8296""","N51° 45' 55.518""",59,63,6.4,0,0.57,0.54,1.11,0.51,0.25,2.035,1,0,0,0.67,61,00:14:18,11.2,0.34,1202,1002,357,74,159,8,False,32,3.52,4,37
859.0,57.69,1.819,104.942,1838,2977.5493408,3034.9602702,1.02,317.2,65.2,33.9,33.2,34.22,9.8,176,16.9,17.44,3.58,16.35,4.73,20.9,0.07,124,25,116,34,NONE,,26.4,61,40.4,733,757,21529,897.1,14.95,66,247.5,0,0,21529,0,0.0,100.0,1.02,"W001° 15' 5.7984""","N51° 45' 55.5384""",59,63,4.6,0,0.52,0.52,1.04,0.5,0.25,2.021,1,0,0,0.58,61,00:14:19,14.1,0.45,1207,1002,15,74,132,8,False,26,3.5,4,36
860.0,61.86,1.659,102.619,1728,2862.5753075,2933.9191921,1.02,290.2,58.8,34.3,33.5,32.9,9.4,176,16.3,17.49,3.54,16.46,4.68,20.9,0.07,124,25,117,33,NONE,,26.4,61,40.4,733,757,20724,863.5,14.39,67,238.2,0,0,20724,0,0.0,100.0,1.02,"W001° 15' 5.7642""","N51° 45' 55.5312""",59,63,3.5,0,0.48,0.49,0.97,0.49,0.25,2.011,1,0,0,0.44,61,00:14:20,16.0,0.56,1206,1002,53,74,132,8,False,31,3.46,4,35
861.0,59.41,1.689,100.337,1728,2787.7413165,2875.3733422,1.03,295.6,60.0,34.5,33.4,32.04,9.2,176,15.8,17.5,3.55,16.4,4.68,20.9,0.07,124,25,116,33,NONE,,26.4,62,40.4,732,757,20211,842.1,14.04,67,232.3,0,0,20211,0,0.0,100.0,1.03,"W001° 15' 5.7372""","N51° 45' 55.5144""",60,63,3.0,0,0.49,0.52,1.01,0.49,0.25,2.001,1,0,0,0.51,61,00:14:21,17.8,0.64,1202,1002,86,74,98,8,False,32,3.45,4,35
862.0,59.41,1.747,103.782,1821,2875.0337503,2971.1648516,1.03,305.9,62.0,34.7,33.5,33.05,9.4,175,16.4,17.51,3.55,16.49,4.62,20.9,0.07,124,25,117,33,NONE,,26.4,62,40.4,732,757,20853,868.9,14.48,67,239.7,0,0,20853,0,0.0,100.0,1.03,"W001° 15' 5.7036""","N51° 45' 55.494""",61,63,3.0,0,0.49,0.52,1.01,0.49,0.24,2.016,1,0,0,0.51,61,00:14:22,15.0,0.66,1200,1002,107,74,98,8,False,27,3.57,5,35
864.0,57.14,1.72,98.286,1743,2729.8009147,2825.9529293,1.04,301.0,61.3,34.5,33.4,31.38,9.0,175,15.6,17.5,3.56,16.43,4.73,20.9,0.07,124,25,117,34,NONE,,26.3,62,40.4,732,757,19807,825.3,13.75,68,227.7,0,0,19807,0,0.0,100.0,1.04,"W001° 15' 5.6796""","N51° 45' 55.4718""",61,63,2.8,0,0.49,0.56,1.05,0.47,0.25,1.992,2,0,0,0.9,61,00:14:24,19.5,0.67,1204,1002,119,74,52,8,False,32,3.51,5,36
865.0,56.6,1.704,96.453,1822,2636.1076818,2734.6060175,1.04,299.1,59.9,35.1,33.8,30.3,8.7,175,15.1,17.55,3.52,16.47,4.69,20.9,0.07,125,25,117,33,NONE,,26.3,62,40.4,732,757,19136,797.3,13.29,68,220.0,0,0,19136,0,0.0,100.0,1.04,"W001° 15' 5.6676""","N51° 45' 55.4442""",61,63,2.8,0,0.52,0.54,1.06,0.49,0.26,1.984,1,0,0,3.59,61,00:14:25,21.0,0.65,1207,1002,145,74,13,8,False,32,3.28,5,35
866.0,58.82,1.689,99.353,1730,2785.3337606,2914.9816553,1.05,294.9,61.4,34.2,32.7,32.02,9.1,174,16.0,17.46,3.64,16.43,4.8,20.9,0.07,124,26,117,34,NONE,,26.3,63,40.4,732,757,20260,844.2,14.07,68,232.9,0,0,20260,0,0.0,100.0,1.05,"W001° 15' 5.643""","N51° 45' 55.4262""",61,63,2.7,0,0.5,0.52,1.02,0.49,0.24,1.997,1,0,0,0.4,61,00:14:26,18.6,0.71,1207,1002,0,74,112,8,False,26,3.38,6,36
867.0,58.82,1.66,97.647,1668,2730.6540398,2853.0315584,1.04,290.0,60.1,34.3,32.8,31.39,9.0,174,15.7,17.47,3.62,16.38,4.83,20.9,0.07,124,26,116,34,NONE,,26.3,63,40.4,732,757,19855,827.3,13.79,68,228.2,0,0,19855,0,0.0,100.0,1.04,"W001° 15' 5.6412""","N51° 45' 55.4124""",62,63,1.9,0,0.5,0.52,1.02,0.49,0.25,1.99,1,0,0,0.4,61,00:14:27,20.0,0.99,1206,1002,0,74,80,8,False,31,3.32,6,36
868.0,56.6,1.676,94.868,1639,2823.7784846,2926.4968304,1.04,289.2,64.0,32.2,31.1,32.46,9.3,173,16.3,17.26,3.82,16.16,5.03,20.9,0.07,123,27,115,36,NONE,,26.3,63,40.4,732,757,20494,853.9,14.23,68,235.6,0,0,20494,0,0.0,100.0,1.04,"W001° 15' 5.6412""","N51° 45' 55.404""",62,63,1.4,0,0.52,0.54,1.06,0.49,0.24,1.977,1,0,0,,61,00:14:28,22.3,1.39,1206,1002,0,74,0,8,False,31,3.22,7,38
869.0,56.07,1.662,93.196,1686,2810.8149036,2908.8247643,1.03,286.0,64.2,31.8,30.7,32.31,9.2,173,16.2,17.21,3.86,16.12,5.1,20.9,0.07,122,27,114,36,NONE,,26.3,63,40.4,732,757,20393,849.7,14.16,69,234.4,0,0,20393,0,0.0,100.0,1.03,"W001° 15' 5.64""","N51° 45' 55.3992""",62,63,0.9,0,0.53,0.54,1.07,0.5,0.24,1.969,1,0,0,,61,00:14:29,23.7,2.15,1208,1002,0,74,0,8,False,31,3.14,7,38
870.0,53.57,1.738,93.107,1656,2931.9304407,3023.4897983,1.03,296.3,69.8,30.5,29.6,33.7,9.6,171,17.1,17.05,4.02,15.95,5.34,20.9,0.07,121,29,113,38,NONE,,26.3,63,40.4,732,757,21255,885.6,14.76,69,244.3,0,0,21255,0,0.0,100.0,1.03,"W001° 15' 5.6388""","N51° 45' 55.3974""",62,63,0.5,0,0.52,0.6,1.12,0.46,0.24,1.969,1,0,0,,61,00:14:30,23.8,4.04,1213,1002,0,74,0,8,False,30,3.34,9,40
871.0,46.15,1.896,87.508,1956,2793.9982435,2866.5077006,1.03,322.3,76.8,30.2,29.4,32.11,9.2,171,16.3,17.0,4.05,15.96,5.24,20.9,0.07,121,29,113,37,NONE,,26.3,63,40.4,732,757,20232,843.0,14.05,69,232.5,0,0,20232,0,0.0,100.0,1.03,"W001° 15' 5.6352""","N51° 45' 55.3926""",63,63,0.4,0,0.68,0.62,1.3,0.52,0.23,1.942,1,0,0,,61,00:14:31,28.3,4.82,1222,1002,0,74,0,8,False,25,2.79,9,39
872.0,53.57,1.694,90.75,1718,2800.708377,2888.1845465,1.03,290.1,66.7,31.1,30.1,32.19,9.2,170,16.5,17.13,3.94,16.02,5.19,20.9,0.07,122,28,114,37,NONE,,26.3,63,40.4,733,757,20304,846.0,14.1,69,233.4,0,0,20304,0,0.0,100.0,1.03,"W001° 15' 5.6334""","N51° 45' 55.3926""",62,63,0.4,0,0.53,0.59,1.12,0.47,0.24,1.958,1,0,0,,61,00:14:32,25.7,4.83,1224,1002,0,74,0,8,False,25,3.2,10,39
874.0,31.09,1.548,48.124,1720,1701.265076,1778.4492277,1.05,256.4,70.6,27.0,25.8,19.55,5.6,167,10.2,16.56,4.56,14.87,6.26,20.9,0.07,118,32,106,44,NONE,,26.3,63,40.4,733,757,12371,515.5,8.59,70,142.2,0,0,12371,0,0.0,100.0,1.05,"W001° 15' 5.6292""","N51° 45' 55.389""",62,63,0.4,0,0.6,1.33,1.93,0.31,0.24,1.682,2,0,0,,61,00:14:34,60.6,2.93,1243,1002,0,74,0,8,False,26,2.58,13,45
876.0,45.11,2.065,93.158,2159,3162.9861897,3213.2245526,1.02,346.1,88.0,28.5,28.0,36.36,10.4,166,19.1,16.76,4.26,15.69,5.49,20.9,0.07,119,30,111,39,NONE,,26.3,64,40.4,732,757,22853,952.2,15.87,70,262.7,0,0,22853,0,0.0,100.0,1.02,"W001° 15' 5.6232""","N51° 45' 55.3908""",62,63,0.3,0,0.77,0.56,1.33,0.58,0.22,1.969,2,0,0,,61,00:14:36,23.7,7.27,1244,1002,0,74,0,8,False,26,2.68,14,41
877.0,56.07,1.836,102.953,1790,3141.3333945,3240.055587,1.03,315.2,71.5,31.5,30.6,36.11,10.3,166,18.9,17.17,3.89,16.03,5.13,20.9,0.07,122,28,114,36,NONE,,26.3,64,40.4,732,757,22774,948.9,15.82,70,261.8,0,0,22774,0,0.0,100.0,1.03,"W001° 15' 5.6244""","N51° 45' 55.3896""",62,63,0.3,0,0.5,0.57,1.07,0.47,0.24,2.013,1,0,0,,61,00:14:37,15.7,7.22,1242,1002,0,74,0,8,False,26,3.67,14,38
878.0,50.85,1.81,92.034,1813,2838.7511291,2968.0955767,1.05,309.8,72.2,31.2,29.8,32.63,9.3,165,17.2,17.12,3.99,16.06,5.29,20.9,0.07,122,28,114,38,NONE,,26.3,63,40.4,732,757,20644,860.2,14.34,71,237.3,0,0,20644,0,0.0,100.0,1.05,"W001° 15' 5.6232""","N51° 45' 55.3908""",62,63,0.2,0,0.58,0.6,1.18,0.49,0.24,1.964,1,0,0,,61,00:14:38,24.6,9.79,1225,1002,0,74,0,8,False,26,3.12,15,39
879.0,50.0,1.825,91.25,1783,2854.6154224,3021.0852914,1.06,311.2,74.7,30.7,29.0,32.81,9.4,164,17.4,17.05,4.09,16.01,5.3,20.9,0.07,121,29,114,38,NONE,,26.3,63,40.4,733,757,20817,867.4,14.46,71,239.3,0,0,20817,0,0.0,100.0,1.06,"W001° 15' 5.6256""","N51° 45' 55.3926""",62,63,0.2,0,0.57,0.63,1.2,0.48,0.22,1.96,1,0,0,,61,00:14:39,25.3,9.84,1221,1002,0,74,0,8,False,27,3.2,16,39
880.0,54.55,1.619,88.309,1673,2673.2925931,2826.3961232,1.06,278.1,64.1,31.6,29.9,30.73,8.8,163,16.4,17.18,3.96,16.11,5.22,20.9,0.07,122,28,114,37,NONE,,26.3,63,40.4,733,757,19490,812.1,13.53,71,224.0,0,0,19490,0,0.0,100.0,1.06,"W001° 15' 5.6298""","N51° 45' 55.3902""",62,63,0.2,0,0.55,0.55,1.1,0.5,0.23,1.946,1,0,0,,61,00:14:40,27.7,9.22,1222,1002,0,74,0,8,False,28,2.94,17,39
881.0,53.57,1.693,90.696,1673,2728.8994895,2883.8542474,1.06,291.2,66.6,31.9,30.1,31.37,9.0,162,16.8,17.2,3.93,16.08,5.28,20.9,0.07,122,28,114,37,NONE,,26.3,63,40.4,733,757,19894,828.9,13.81,71,228.7,0,0,19894,0,0.0,100.0,1.06,"W001° 15' 5.6298""","N51° 45' 55.395""",62,63,0.3,0,0.55,0.57,1.12,0.49,0.25,1.958,1,0,0,,61,00:14:41,25.7,6.27,1219,1002,0,74,0,8,False,27,3.08,18,39
885.0,19.48,0.172,3.351,1642,0.0,36.6075158,0.0,38.2,2.4,0.0,54.3,0.0,0.0,158,0.0,22.21,1.4,19.22,1.75,20.9,0.07,158,10,136,12,NONE,,26.4,63,40.4,733,757,0,0.0,0.0,72,0.0,0,0,0,0,100.0,0.0,0.0,"W001° 15' 5.6406""","N51° 45' 55.4016""",63,63,0.2,0,0.57,2.51,3.08,0.19,0.0,0.525,4,0,0,,61,00:14:45,97.3,0,1219,1002,0,74,0,8,False,31,0.3,22,17
886.0,33.9,0.486,16.475,111,502.1568309,565.189527,1.13,83.1,20.6,28.1,25.0,5.77,1.6,157,3.2,17.1,4.24,15.69,5.59,20.9,0.07,121,30,111,40,NONE,,26.3,63,40.5,733,757,3715,154.8,2.58,72,42.7,0,0,3715,0,0.0,100.0,1.13,"W001° 15' 5.6484""","N51° 45' 55.4046""",63,63,0.1,0,0.61,1.16,1.77,0.34,0.13,1.217,1,0,0,,61,00:14:46,86.5,3.46,1233,1002,0,74,0,8,False,31,0.8,23,41
887.0,53.1,1.39,73.805,1387,2294.454987,2461.2577336,1.07,237.2,57.3,30.5,28.5,26.37,7.5,156,14.7,17.06,4.12,15.94,5.42,20.9,0.07,121,29,113,38,NONE,,26.4,63,40.5,733,757,16784,699.3,11.66,72,192.9,0,0,16784,0,0.0,100.0,1.07,"W001° 15' 5.6568""","N51° 45' 55.3998""",64,63,0.2,0,0.57,0.56,1.13,0.5,0.22,1.868,1,0,0,,61,00:14:47,39.6,7.91,1235,1002,0,74,0,8,False,32,2.44,24,40
889.0,43.8,0.729,31.927,1292,924.9812774,1044.8557719,1.13,126.0,29.5,31.2,27.6,10.63,3.0,155,6.0,17.28,4.05,15.97,5.56,20.9,0.07,123,29,113,39,NONE,,26.4,63,40.5,733,757,6850,285.4,4.76,72,78.7,0,0,6850,0,0.0,100.0,1.13,"W001° 15' 5.667""","N51° 45' 55.3974""",64,63,0.2,0,0.52,0.85,1.37,0.38,0.2,1.504,2,0,0,,61,00:14:49,73.9,3.19,1243,1002,0,74,0,8,False,28,1.4,25,41
890.0,50.42,1.145,57.731,1207,1801.6301737,2016.5389563,1.12,194.8,49.4,30.1,26.9,20.71,5.9,155,11.6,17.01,4.31,16.12,5.43,20.9,0.07,121,31,114,39,NONE,,26.4,64,40.5,733,757,13312,554.7,9.24,72,153.0,0,0,13312,0,0.0,100.0,1.12,"W001° 15' 5.6742""","N51° 45' 55.3932""",65,63,0.2,0,0.63,0.56,1.19,0.53,0.18,1.761,1,0,0,,61,00:14:50,52.7,6.21,1229,1002,0,74,0,8,False,32,1.82,25,40
891.0,48.78,1.32,64.39,1071,1829.0280284,2062.4712346,1.13,229.1,52.3,33.3,29.6,21.02,6.0,154,11.9,17.36,3.96,16.28,5.28,20.9,0.07,123,28,116,37,NONE,,26.4,64,40.5,733,757,13539,564.1,9.4,73,155.6,0,0,13539,0,0.0,100.0,1.13,"W001° 15' 5.679""","N51° 45' 55.392""",65,63,0.2,0,0.59,0.64,1.23,0.48,0.23,1.809,1,0,0,,61,00:14:51,47.3,6.31,1233,1002,0,74,0,8,False,32,2.24,26,39
892.0,48.0,1.48,71.04,1420,1953.1592205,2250.2403856,1.15,258.3,58.0,34.7,30.1,22.45,6.4,153,12.8,17.45,3.92,16.42,5.21,20.9,0.07,124,28,117,37,NONE,,26.4,64,40.5,732,757,14533,605.6,10.09,73,167.0,0,0,14533,0,0.0,100.0,1.15,"W001° 15' 5.6634""","N51° 45' 55.4022""",64,63,0.2,0,0.62,0.63,1.25,0.5,0.24,1.852,1,0,0,,61,00:14:52,41.8,6.74,1229,1002,0,74,0,8,False,32,2.39,27,39
894.0,47.62,1.697,80.81,1632,2185.9757904,2539.9562192,1.16,297.0,66.0,35.4,30.5,25.13,7.2,151,14.5,17.5,3.89,16.58,5.08,20.9,0.07,124,28,118,36,NONE,,26.4,64,40.5,732,757,16300,679.2,11.32,73,187.4,0,0,16300,0,0.0,100.0,1.16,"W001° 15' 5.6604""","N51° 45' 55.407""",64,63,0.2,0,0.6,0.66,1.26,0.48,0.23,1.907,2,0,0,,61,00:14:54,33.8,7.54,1231,1002,0,74,0,8,False,26,2.83,29,38
895.0,51.28,1.492,76.513,1421,1988.0770821,2395.371426,1.2,262.7,57.8,36.7,30.4,22.85,6.5,149,13.3,17.61,3.87,16.76,4.9,20.9,0.07,125,28,119,35,NONE,,26.4,64,40.4,732,757,14959,623.3,10.39,73,171.9,0,0,14959,0,0.0,100.0,1.2,"W001° 15' 5.6556""","N51° 45' 55.4148""",64,63,0.2,0,0.59,0.58,1.17,0.5,0.21,1.884,1,0,0,,61,00:14:55,37.3,6.86,1229,1002,0,74,0,8,False,32,2.53,31,37
896.0,49.59,1.667,82.661,1479,2108.0673965,2584.6381279,1.23,294.3,64.5,37.6,30.6,24.23,6.9,148,14.2,17.65,3.87,16.84,4.96,20.9,0.07,125,27,120,35,NONE,,26.4,64,40.4,733,757,15933,663.9,11.06,73,183.1,0,0,15933,0,0.0,100.0,1.23,"W001° 15' 5.6472""","N51° 45' 55.4274""",63,63,0.1,0,0.58,0.63,1.21,0.48,0.22,1.917,1,0,0,,61,00:14:56,32.3,>.54,1228,1002,0,74,0,8,False,32,2.87,32,37
897.0,48.0,1.438,69.024,1559,1782.2770747,2239.6641162,1.26,253.0,57.7,36.8,29.3,20.49,5.9,146,12.2,17.59,4.01,16.82,5.02,20.9,0.07,125,28,119,36,NONE,,26.4,64,40.5,732,757,13557,564.9,9.41,74,155.8,0,0,13557,0,0.0,100.0,1.26,"W001° 15' 5.6382""","N51° 45' 55.4448""",62,63,0.3,0,0.61,0.64,1.25,0.49,0.19,1.839,1,0,0,,61,00:14:57,43.5,4.1,1227,1002,0,73,0,8,False,32,2.36,34,38
898.0,46.15,1.884,86.954,1955,2007.094742,2517.7174119,1.25,338.1,67.6,41.7,33.3,23.07,6.6,145,13.8,17.95,3.59,17.01,4.83,20.9,0.07,127,25,121,34,NONE,,26.5,64,40.5,733,757,15260,635.8,10.6,74,175.4,0,0,15260,0,0.0,100.0,1.25,"W001° 15' 5.613""","N51° 45' 55.4568""",61,63,0.7,0,0.67,0.63,1.3,0.52,0.26,1.939,1,0,0,,61,00:14:58,28.8,1.98,1232,1002,120,73,0,8,False,32,2.81,35,36
900.0,30.3,2.545,77.121,2439,1858.2099838,2477.0754376,1.33,452.2,101.1,40.4,30.3,21.36,6.1,145,12.8,17.77,3.97,17.09,5.19,20.9,0.07,126,28,121,37,NONE,,26.5,64,40.5,733,757,14359,598.3,9.97,74,165.1,0,0,14359,0,0.0,100.0,1.33,"W001° 15' 5.6028""","N51° 45' 55.4586""",61,63,1.4,0,1.1,0.88,1.98,0.56,0.24,1.887,2,0,0,,61,00:15:00,36.9,0.92,1248,1002,58,73,0,8,False,28,2.31,35,39
902.0,31.09,1.549,48.155,1653,1305.0990638,1712.1480285,1.31,269.4,68.0,35.2,26.9,15.0,4.3,145,9.0,17.39,4.39,16.47,5.63,20.9,0.07,123,31,117,40,NONE,,26.5,63,40.5,732,757,10041,418.4,6.97,74,115.4,0,0,10041,0,0.0,100.0,1.31,"W001° 15' 5.61""","N51° 45' 55.4682""",61,63,1.0,0,0.66,1.27,1.93,0.34,0.2,1.683,2,0,0,,61,00:15:02,60.6,0.9,1263,1002,0,73,0,8,False,28,2.35,35,41
